Timestamp,"Type of Mobile Plan
Jenis Pelan Mudah Alih","Are you satisfied with your current type of mobile plan? (Postpaid/Prepaid)
Adakah anda berpuas hati dengan jenis pelan mudah alih anda? (Pascabayar/Prabayar)","Age
Umur
e.g: 22","Gender
Jantina","Occupation
Pekerjaan","Income (RM)
Pendapatan (RM)
e.g: 5000","Education Level
Tahap Pendidikan","Marital Status
Status Perkahwinan","Number of dependents (person)
Bilangan tanggungan (orang)
e.g: 5","Location
Tempat tinggal","Average Monthly Data Usage (GB)
Purata Penggunaan Data Bulanan (GB)
e.g: 20","Do you often play games (e.g. Mobile Legends, Genshin Impact) ?
Adakah anda sering bermain permainan (e.g. Mobile Legends) ?","Do you often stream? (e.g. Youtube, Netflix)
Adakah anda sering melayari penstriman?  (e.g. Youtube, Netflix)","Do you often use social media? (e.g. TikTok, Instagram)
Adakah anda sering menggunakan media sosial?  (e.g. TikTok, Instagram)","Average Daily Time Spent On Mobile Device (Hours)
Purata Masa Harian Menggunakan Telefon Bimbit (Jam)
e.g: 2","Hotspot Usage
Penggunaan Hotspot","Current Mobile Service Provider
Penyedia Perkhidmatan Mudah Alih","Number of years with current telco
Jumlah tahun dengan telco sekarang
e.g: 3","Monthly expenses on mobile plan (RM)
Perbelanjaan bulanan untuk pelan mudah alih (RM)
e.g: 50","Number of SIM cards owned
Bilangan kad SIM yang dimiliki
e.g: 2","Number of device owned (Laptops, phones, tablets)
Jumlah peranti yang dimiliki (Komputer riba, telefon bimbit, tablet)
e.g: 3","Number of lines in household
Jumlah talian mudah alih dalam isi rumah
e.g: 4","Do you have a smartphone under contract?
Adakah anda mempunyai telefon pintar di bawah kontrak?","Do you have Wi-Fi at home?
Adakah anda mempunyai Wi-Fi di rumah?",Column 25
,Prepaid,Yes / Ya,31,Female,Employed,8867,Diploma,Married,3,Urban,32,Yes / Ya,Yes / Ya,No / Tidak,10,Sometimes / Kadang Kala,redONE,2,185,1,4,2,Yes / Ya,No,
,Prepaid,Yes / Ya,35,Male,Unemployed,0,Bachelor's Degree,Married,4,Sub-urban,35,Yes / Ya,No / Tidak,Yes / Ya,10,Rarely / Jarang,CelcomDigi,0,12,2,5,4,No,Yes / Ya,
,Prepaid,Yes / Ya,59,Male,Retired,0,Bachelor's Degree,Married,6,Sub-urban,94,No / Tidak,Yes / Ya,Yes / Ya,5,Sometimes / Kadang Kala,CelcomDigi,3,40,1,3,6,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,58,Male,Retired,0,Diploma,Married,0,Urban,95,No / Tidak,Yes / Ya,Yes / Ya,15,Rarely / Jarang,Maxis,5,170,1,5,2,No,No,
,Prepaid,Yes / Ya,25,Male,Employed,2647,PhD,Single,2,Sub-urban,16,Yes / Ya,No / Tidak,Yes / Ya,6,Rarely / Jarang,redONE,0,94,2,2,1,No,Yes / Ya,
,Prepaid,Yes / Ya,45,Female,Employed,15678,Diploma,Married,2,Sub-urban,23,Yes / Ya,Yes / Ya,Yes / Ya,3,Rarely / Jarang,Unifi Mobile,7,19,2,4,3,No,Yes / Ya,
,Prepaid,Yes / Ya,49,Male,Employed,17861,Diploma,Married,1,Sub-urban,88,No / Tidak,Yes / Ya,Yes / Ya,12,Sometimes / Kadang Kala,redONE,3,65,2,2,2,Yes / Ya,No,
,Prepaid,Yes / Ya,60,Female,Retired,0,PhD,Married,6,Sub-urban,16,No / Tidak,No / Tidak,Yes / Ya,10,Often / Selalu,Yes,1,49,1,2,3,No,Yes / Ya,
,Prepaid,Yes / Ya,69,Male,Retired,0,PhD,Married,4,Rural,18,Yes / Ya,No / Tidak,Yes / Ya,9,Often / Selalu,CelcomDigi,3,133,2,3,5,Yes / Ya,No,
,Prepaid,Yes / Ya,43,Male,Unemployed,0,Diploma,Married,0,Urban,57,Yes / Ya,Yes / Ya,Yes / Ya,4,Rarely / Jarang,redONE,0,61,4,2,6,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,20,Female,Student,0,Bachelor's Degree,Single,3,Urban,81,No / Tidak,Yes / Ya,Yes / Ya,12,Sometimes / Kadang Kala,Tune Talk,10,148,1,3,4,No,Yes / Ya,
,Prepaid,Yes / Ya,40,Male,Employed,14160,Diploma,Single,2,Urban,68,No / Tidak,Yes / Ya,Yes / Ya,13,Rarely / Jarang,redONE,8,24,4,1,2,No,Yes / Ya,
,Prepaid,Yes / Ya,20,Male,Student,0,Bachelor's Degree,Single,0,Sub-urban,96,No / Tidak,Yes / Ya,Yes / Ya,14,Rarely / Jarang,CelcomDigi,5,190,3,2,5,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,19,Male,Student,0,Diploma,Married,6,Urban,91,No / Tidak,Yes / Ya,Yes / Ya,10,Often / Selalu,Tune Talk,8,175,1,4,2,Yes / Ya,No,
,Prepaid,Yes / Ya,56,Female,Retired,0,Diploma,Married,1,Urban,48,Yes / Ya,Yes / Ya,No / Tidak,4,Rarely / Jarang,Yes,9,150,4,1,3,No,Yes / Ya,
,Prepaid,Yes / Ya,56,Male,Retired,0,Diploma,Married,6,Urban,27,Yes / Ya,No / Tidak,Yes / Ya,10,Rarely / Jarang,Maxis,9,180,4,1,5,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,68,Male,Retired,0,Master's Degree,Married,2,Urban,68,No / Tidak,No / Tidak,Yes / Ya,3,Rarely / Jarang,Tune Talk,7,169,2,5,1,Yes / Ya,No,
,Prepaid,Yes / Ya,63,Male,Retired,0,Diploma,Married,1,Sub-urban,26,No / Tidak,No / Tidak,Yes / Ya,13,Rarely / Jarang,Maxis,10,114,4,2,2,No,Yes / Ya,
,Prepaid,Yes / Ya,60,Male,Retired,0,PhD,Married,0,Rural,23,No / Tidak,Yes / Ya,Yes / Ya,11,Rarely / Jarang,U Mobile,3,72,3,3,1,No,No,
,Prepaid,Yes / Ya,58,Female,Employed,38253,Master's Degree,Married,6,Urban,40,No / Tidak,Yes / Ya,Yes / Ya,10,Sometimes / Kadang Kala,Unifi Mobile,5,40,3,1,5,No,No,
,Prepaid,Yes / Ya,27,Male,Unemployed,0,PhD,Single,4,Rural,33,Yes / Ya,Yes / Ya,No / Tidak,16,Sometimes / Kadang Kala,U Mobile,3,82,2,5,2,No,Yes / Ya,
,Prepaid,Yes / Ya,57,Male,Retired,0,Diploma,Married,6,Urban,69,Yes / Ya,Yes / Ya,No / Tidak,9,Often / Selalu,Maxis,9,130,3,3,1,No,No,
,Prepaid,Yes / Ya,58,Female,Unemployed,0,PhD,Married,3,Sub-urban,54,No / Tidak,Yes / Ya,Yes / Ya,10,Often / Selalu,CelcomDigi,9,79,1,2,2,No,Yes / Ya,
,Prepaid,Yes / Ya,28,Female,Unemployed,0,PhD,Married,6,Sub-urban,12,No / Tidak,No / Tidak,No / Tidak,6,Rarely / Jarang,Unifi Mobile,2,62,2,5,5,Yes / Ya,No,
,Prepaid,Yes / Ya,25,Female,Student,0,Master's Degree,Single,6,Sub-urban,46,No / Tidak,Yes / Ya,Yes / Ya,12,Rarely / Jarang,Maxis,10,133,2,1,3,No,Yes / Ya,
,Prepaid,Yes / Ya,55,Female,Unemployed,0,Bachelor's Degree,Married,1,Sub-urban,52,No / Tidak,Yes / Ya,Yes / Ya,12,Rarely / Jarang,Maxis,10,28,4,5,4,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,22,Female,Employed,2986,Master's Degree,Married,4,Urban,49,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,Yes,0,137,4,5,3,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,49,Male,Unemployed,0,Bachelor's Degree,Married,3,Urban,99,Yes / Ya,No / Tidak,No / Tidak,9,Rarely / Jarang,Maxis,2,190,4,5,3,No,No,
,Prepaid,Yes / Ya,24,Male,Employed,2869,High School,Single,5,Sub-urban,64,Yes / Ya,Yes / Ya,Yes / Ya,13,Sometimes / Kadang Kala,CelcomDigi,7,86,1,4,2,No,No,
,Prepaid,Yes / Ya,65,Female,Retired,0,PhD,Married,4,Sub-urban,96,Yes / Ya,Yes / Ya,Yes / Ya,16,Sometimes / Kadang Kala,Maxis,1,31,2,1,2,No,Yes / Ya,
,Prepaid,Yes / Ya,23,Female,Student,0,Bachelor's Degree,Single,0,Sub-urban,48,Yes / Ya,Yes / Ya,Yes / Ya,7,Sometimes / Kadang Kala,U Mobile,2,98,3,2,4,Yes / Ya,No,
,Prepaid,Yes / Ya,26,Female,Unemployed,0,Bachelor's Degree,Single,2,Rural,24,Yes / Ya,No / Tidak,Yes / Ya,9,Sometimes / Kadang Kala,U Mobile,10,112,3,4,1,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,25,Female,Student,0,Diploma,Married,0,Urban,13,Yes / Ya,Yes / Ya,Yes / Ya,12,Rarely / Jarang,redONE,5,52,2,3,1,No,Yes / Ya,
,Prepaid,Yes / Ya,43,Female,Employed,11591,Bachelor's Degree,Married,3,Sub-urban,95,Yes / Ya,No / Tidak,Yes / Ya,6,Often / Selalu,Yes,3,110,4,5,6,No,No,
,Prepaid,Yes / Ya,48,Male,Unemployed,0,Master's Degree,Married,1,Rural,34,Yes / Ya,No / Tidak,Yes / Ya,17,Sometimes / Kadang Kala,redONE,8,87,2,1,1,No,No,
,Prepaid,Yes / Ya,69,Female,Retired,0,Diploma,Married,5,Urban,22,Yes / Ya,Yes / Ya,Yes / Ya,11,Rarely / Jarang,redONE,8,172,2,1,4,Yes / Ya,No,
,Prepaid,Yes / Ya,23,Female,Unemployed,0,High School,Single,4,Sub-urban,91,Yes / Ya,Yes / Ya,Yes / Ya,3,Often / Selalu,Tune Talk,3,70,2,1,2,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,18,Female,Student,0,Diploma,Married,2,Rural,42,Yes / Ya,No / Tidak,Yes / Ya,7,Sometimes / Kadang Kala,U Mobile,6,132,4,2,2,Yes / Ya,No,
,Prepaid,Yes / Ya,22,Female,Unemployed,0,Master's Degree,Single,2,Urban,25,No / Tidak,Yes / Ya,Yes / Ya,6,Often / Selalu,redONE,5,103,4,5,5,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,33,Male,Unemployed,0,Diploma,Married,4,Sub-urban,51,Yes / Ya,Yes / Ya,Yes / Ya,13,Sometimes / Kadang Kala,Maxis,6,159,4,4,5,No,Yes / Ya,
,Prepaid,Yes / Ya,24,Female,Student,0,Master's Degree,Single,3,Urban,75,Yes / Ya,No / Tidak,No / Tidak,17,Sometimes / Kadang Kala,Unifi Mobile,1,177,4,3,3,No,Yes / Ya,
,Prepaid,Yes / Ya,55,Female,Retired,0,Diploma,Married,3,Urban,64,Yes / Ya,No / Tidak,Yes / Ya,14,Rarely / Jarang,U Mobile,2,57,2,4,5,No,No,
,Prepaid,Yes / Ya,24,Male,Student,0,High School,Single,2,Urban,51,No / Tidak,No / Tidak,Yes / Ya,13,Rarely / Jarang,redONE,6,129,4,3,5,No,Yes / Ya,
,Prepaid,Yes / Ya,20,Male,Student,0,Bachelor's Degree,Single,1,Rural,43,Yes / Ya,No / Tidak,Yes / Ya,6,Sometimes / Kadang Kala,Tune Talk,5,81,3,3,2,No,No,
,Postpaid,Yes / Ya,38,Female,Unemployed,0,Diploma,Single,0,Rural,39,No / Tidak,Yes / Ya,Yes / Ya,14,Sometimes / Kadang Kala,Tune Talk,4,108,4,4,5,No,No,
,Postpaid,Yes / Ya,31,Female,Unemployed,0,PhD,Married,1,Sub-urban,22,Yes / Ya,Yes / Ya,Yes / Ya,2,Rarely / Jarang,U Mobile,2,109,2,4,5,Yes / Ya,No,
,Postpaid,Yes / Ya,61,Male,Retired,0,Diploma,Married,0,Urban,22,Yes / Ya,No / Tidak,Yes / Ya,3,Rarely / Jarang,Tune Talk,5,92,2,1,1,No,No,
,Postpaid,Yes / Ya,25,Female,Employed,4497,Bachelor's Degree,Married,0,Urban,27,Yes / Ya,Yes / Ya,Yes / Ya,9,Often / Selalu,Unifi Mobile,7,73,1,3,6,No,No,
,Postpaid,Yes / Ya,35,Male,Employed,7005,Bachelor's Degree,Single,4,Rural,41,Yes / Ya,Yes / Ya,Yes / Ya,14,Often / Selalu,CelcomDigi,6,59,3,3,2,No,Yes / Ya,
,Postpaid,Yes / Ya,55,Male,Retired,0,Diploma,Married,4,Rural,48,No / Tidak,No / Tidak,Yes / Ya,17,Sometimes / Kadang Kala,Maxis,4,143,1,4,6,No,No,
,Postpaid,Yes / Ya,55,Male,Retired,0,Bachelor's Degree,Married,3,Sub-urban,55,No / Tidak,Yes / Ya,Yes / Ya,15,Rarely / Jarang,Yes,9,35,3,3,4,Yes / Ya,No,
,Postpaid,Yes / Ya,41,Male,Employed,10941,Master's Degree,Married,2,Sub-urban,38,No / Tidak,Yes / Ya,Yes / Ya,14,Rarely / Jarang,Yes,4,41,3,1,3,No,No,
,Postpaid,Yes / Ya,47,Male,Employed,16146,Diploma,Married,0,Sub-urban,71,Yes / Ya,Yes / Ya,Yes / Ya,4,Rarely / Jarang,Unifi Mobile,2,102,1,1,2,No,No,
,Postpaid,Yes / Ya,22,Male,Student,0,Master's Degree,Married,6,Sub-urban,71,Yes / Ya,Yes / Ya,Yes / Ya,11,Often / Selalu,redONE,9,120,4,2,4,Yes / Ya,Yes / Ya,
,Postpaid,Yes / Ya,56,Male,Retired,0,Bachelor's Degree,Married,6,Urban,66,No / Tidak,Yes / Ya,Yes / Ya,4,Rarely / Jarang,Tune Talk,2,141,1,3,5,No,No,
,Postpaid,Yes / Ya,55,Female,Retired,0,Diploma,Married,3,Rural,25,Yes / Ya,Yes / Ya,Yes / Ya,9,Sometimes / Kadang Kala,Yes,8,189,3,1,4,Yes / Ya,No,
,Postpaid,Yes / Ya,25,Female,Student,0,Diploma,Single,5,Urban,65,Yes / Ya,Yes / Ya,Yes / Ya,9,Rarely / Jarang,U Mobile,6,137,4,5,2,Yes / Ya,Yes / Ya,
,Postpaid,Yes / Ya,46,Female,Unemployed,0,Master's Degree,Married,1,Rural,19,Yes / Ya,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,Unifi Mobile,4,158,3,1,1,No,Yes / Ya,
,Postpaid,Yes / Ya,62,Male,Retired,0,Master's Degree,Married,2,Sub-urban,39,Yes / Ya,No / Tidak,Yes / Ya,9,Sometimes / Kadang Kala,redONE,8,15,4,2,2,No,Yes / Ya,
,Postpaid,Yes / Ya,41,Male,Unemployed,0,Bachelor's Degree,Married,2,Sub-urban,34,No / Tidak,Yes / Ya,Yes / Ya,12,Often / Selalu,Tune Talk,10,32,3,2,5,No,No,
,Postpaid,Yes / Ya,21,Female,Student,0,Bachelor's Degree,Married,6,Rural,93,No / Tidak,No / Tidak,No / Tidak,14,Rarely / Jarang,Unifi Mobile,6,10,1,3,2,Yes / Ya,No,
,Postpaid,Yes / Ya,61,Female,Retired,0,Diploma,Married,6,Urban,14,No / Tidak,Yes / Ya,No / Tidak,14,Rarely / Jarang,Maxis,4,154,1,5,5,Yes / Ya,No,
,Postpaid,Yes / Ya,35,Female,Employed,7326,Diploma,Single,0,Sub-urban,74,Yes / Ya,Yes / Ya,Yes / Ya,2,Rarely / Jarang,Yes,1,111,3,2,2,Yes / Ya,No,
,Postpaid,Yes / Ya,59,Male,Unemployed,0,Diploma,Married,3,Rural,58,Yes / Ya,No / Tidak,Yes / Ya,7,Often / Selalu,redONE,4,125,1,1,4,No,Yes / Ya,
,Postpaid,Yes / Ya,23,Female,Student,0,Master's Degree,Single,0,Urban,12,Yes / Ya,Yes / Ya,Yes / Ya,9,Often / Selalu,Maxis,5,190,3,3,4,Yes / Ya,Yes / Ya,
,Postpaid,Yes / Ya,24,Male,Student,0,Master's Degree,Married,4,Rural,54,Yes / Ya,No / Tidak,Yes / Ya,4,Sometimes / Kadang Kala,Unifi Mobile,8,157,4,5,2,Yes / Ya,No,
,Postpaid,Yes / Ya,58,Female,Retired,0,Master's Degree,Married,4,Rural,23,Yes / Ya,Yes / Ya,Yes / Ya,17,Sometimes / Kadang Kala,redONE,7,147,3,3,3,Yes / Ya,No,
,Postpaid,Yes / Ya,40,Male,Unemployed,0,PhD,Married,6,Urban,39,No / Tidak,No / Tidak,Yes / Ya,9,Sometimes / Kadang Kala,Yes,6,141,2,3,6,Yes / Ya,Yes / Ya,
,Postpaid,Yes / Ya,56,Female,Retired,0,Diploma,Married,4,Rural,77,No / Tidak,Yes / Ya,Yes / Ya,13,Rarely / Jarang,Yes,2,109,1,5,3,No,Yes / Ya,
,Postpaid,Yes / Ya,34,Female,Employed,9503,Master's Degree,Single,3,Sub-urban,27,Yes / Ya,No / Tidak,Yes / Ya,2,Often / Selalu,Unifi Mobile,6,81,3,3,6,Yes / Ya,Yes / Ya,
,Postpaid,Yes / Ya,18,Male,Student,0,Diploma,Married,1,Urban,71,No / Tidak,Yes / Ya,Yes / Ya,12,Sometimes / Kadang Kala,Yes,3,42,3,1,5,No,No,
,Postpaid,Yes / Ya,22,Male,Student,0,High School,Married,4,Rural,46,No / Tidak,No / Tidak,Yes / Ya,12,Rarely / Jarang,CelcomDigi,10,114,2,2,2,No,Yes / Ya,
,Postpaid,Yes / Ya,64,Female,Retired,0,PhD,Married,0,Rural,34,Yes / Ya,Yes / Ya,Yes / Ya,17,Sometimes / Kadang Kala,redONE,9,162,1,1,1,Yes / Ya,No,
,Postpaid,Yes / Ya,25,Male,Unemployed,0,Diploma,Single,1,Rural,57,No / Tidak,Yes / Ya,Yes / Ya,10,Rarely / Jarang,redONE,5,93,4,5,3,No,Yes / Ya,
,Postpaid,Yes / Ya,26,Male,Unemployed,0,Bachelor's Degree,Married,2,Rural,74,Yes / Ya,No / Tidak,Yes / Ya,14,Rarely / Jarang,Yes,8,58,2,5,5,No,No,
,Postpaid,Yes / Ya,60,Male,Employed,35408,Bachelor's Degree,Married,5,Urban,62,Yes / Ya,Yes / Ya,Yes / Ya,12,Sometimes / Kadang Kala,U Mobile,7,169,3,3,1,No,No,
,Postpaid,Yes / Ya,22,Female,Student,0,Master's Degree,Married,2,Urban,88,Yes / Ya,Yes / Ya,Yes / Ya,14,Rarely / Jarang,Maxis,2,23,1,3,5,No,Yes / Ya,
,Postpaid,Yes / Ya,67,Female,Retired,0,Master's Degree,Married,0,Rural,82,No / Tidak,Yes / Ya,No / Tidak,10,Sometimes / Kadang Kala,U Mobile,5,191,3,5,6,No,Yes / Ya,
,Postpaid,Yes / Ya,57,Male,Retired,0,Diploma,Married,4,Sub-urban,24,Yes / Ya,Yes / Ya,Yes / Ya,6,Rarely / Jarang,Maxis,1,156,1,2,4,Yes / Ya,No,
,Postpaid,Yes / Ya,43,Female,Unemployed,0,Diploma,Married,0,Rural,58,Yes / Ya,Yes / Ya,Yes / Ya,11,Rarely / Jarang,CelcomDigi,1,164,4,2,2,No,No,
,Postpaid,Yes / Ya,46,Female,Unemployed,0,PhD,Married,0,Urban,97,Yes / Ya,Yes / Ya,Yes / Ya,5,Rarely / Jarang,U Mobile,8,87,1,3,1,Yes / Ya,No,
,Postpaid,Yes / Ya,24,Male,Student,0,Master's Degree,Single,6,Rural,77,Yes / Ya,No / Tidak,Yes / Ya,16,Rarely / Jarang,CelcomDigi,5,191,3,5,6,No,Yes / Ya,
,Postpaid,Yes / Ya,42,Male,Unemployed,0,Diploma,Married,1,Rural,21,No / Tidak,Yes / Ya,Yes / Ya,12,Sometimes / Kadang Kala,Tune Talk,7,104,4,4,1,No,Yes / Ya,
,Postpaid,Yes / Ya,19,Female,Student,0,Diploma,Married,0,Sub-urban,68,No / Tidak,Yes / Ya,Yes / Ya,7,Rarely / Jarang,Yes,9,55,2,3,5,No,Yes / Ya,
,Postpaid,Yes / Ya,42,Male,Unemployed,0,Master's Degree,Married,4,Sub-urban,46,Yes / Ya,No / Tidak,Yes / Ya,13,Sometimes / Kadang Kala,Maxis,8,134,2,3,1,No,No,
,Postpaid,Yes / Ya,19,Female,Student,0,Diploma,Single,3,Urban,70,Yes / Ya,No / Tidak,Yes / Ya,8,Sometimes / Kadang Kala,Unifi Mobile,4,71,1,1,6,Yes / Ya,Yes / Ya,
,Postpaid,Yes / Ya,28,Female,Employed,2437,PhD,Single,0,Urban,52,Yes / Ya,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,Unifi Mobile,7,80,2,1,5,No,No,
,Postpaid,Yes / Ya,42,Male,Employed,14364,Master's Degree,Married,1,Sub-urban,79,Yes / Ya,Yes / Ya,Yes / Ya,12,Often / Selalu,Yes,8,104,1,4,6,No,No,
,Postpaid,Yes / Ya,55,Female,Retired,0,Master's Degree,Married,3,Rural,48,Yes / Ya,Yes / Ya,Yes / Ya,14,Sometimes / Kadang Kala,redONE,6,183,4,1,6,Yes / Ya,Yes / Ya,
,Postpaid,Yes / Ya,39,Female,Employed,6454,Diploma,Single,1,Urban,65,Yes / Ya,Yes / Ya,Yes / Ya,11,Rarely / Jarang,Yes,6,130,3,2,6,No,No,
,Postpaid,Yes / Ya,59,Female,Employed,47211,PhD,Married,6,Rural,72,Yes / Ya,Yes / Ya,Yes / Ya,10,Rarely / Jarang,Yes,6,73,3,2,6,Yes / Ya,No,
,Postpaid,Yes / Ya,50,Male,Employed,37595,Diploma,Married,6,Urban,55,No / Tidak,Yes / Ya,No / Tidak,4,Rarely / Jarang,redONE,3,36,1,2,6,No,No,
,Postpaid,Yes / Ya,18,Male,Student,0,Diploma,Single,4,Rural,97,No / Tidak,Yes / Ya,Yes / Ya,16,Sometimes / Kadang Kala,Tune Talk,2,28,2,4,3,No,No,
,Postpaid,Yes / Ya,55,Female,Employed,35272,PhD,Married,0,Urban,20,Yes / Ya,Yes / Ya,Yes / Ya,8,Rarely / Jarang,U Mobile,1,75,2,4,3,No,Yes / Ya,
